product_id,product_name,category,subcategory,brand,price,cost,stock_quantity,profit_margin
973,Puma Team Sports But,Sports,Team Sports,Puma,488.84,336.58,332,31.15
974,Dell Cameras At,Electronics,Cameras,Dell,1988.3,1119.53,378,43.69
975,LG Cameras Light,Electronics,Cameras,LG,1628.91,1117.14,106,31.42
976,Wilson Team Sports Have,Sports,Team Sports,Wilson,301.75,149.39,92,50.49
977,Random House Non-Fiction Campaign,Books,Non-Fiction,Random House,41.32,18.77,392,54.57
978,H&M Dresses Military,Clothing,Dresses,H&M,207.31,134.68,83,35.03
979,Simon & Schuster Non-Fiction Economy,Books,Non-Fiction,Simon & Schuster,35.47,17.36,413,51.06
980,Pottery Barn Bedding Region,Home & Garden,Bedding,Pottery Barn,345.22,179.09,213,48.12
981,IKEA Decor Design,Home & Garden,Decor,IKEA,631.22,370.41,49,41.32
982,Adidas Fitness His,Sports,Fitness,Adidas,165.2,96.57,476,41.54
983,Pottery Barn Kitchen Onto,Home & Garden,Kitchen,Pottery Barn,445.53,189.87,445,57.38
984,HP Cameras Deal,Electronics,Cameras,HP,986.77,683.13,439,30.77
985,HP Cameras Its,Electronics,Cameras,HP,815.38,544.91,201,33.17
986,Reebok Water Sports Change,Sports,Water Sports,Reebok,55.96,38.55,110,31.11
987,Home Depot Furniture Wait,Home & Garden,Furniture,Home Depot,205.81,105.9,488,48.54
988,Puma Winter Sports Financial,Sports,Winter Sports,Puma,311.71,211.77,47,32.06
989,Levi's Pants There,Clothing,Pants,Levi's,171.91,78.67,317,54.24
990,IKEA Decor Order,Home & Garden,Decor,IKEA,252.52,156.97,88,37.84
991,Apple Tablets Project,Electronics,Tablets,Apple,995.96,598.28,265,39.93
992,Canon Headphones Control,Electronics,Headphones,Canon,1775.5,1232.75,219,30.57
993,Apple Headphones Capital,Electronics,Headphones,Apple,590.13,295.48,24,49.93
994,Apple Cameras Great,Electronics,Cameras,Apple,1830.08,987.94,193,46.02
995,Nikon Tablets Before,Electronics,Tablets,Nikon,573.34,310.12,363,45.91
996,Uniqlo Dresses Group,Clothing,Dresses,Uniqlo,62.59,27.7,247,55.74
997,Zara Dresses Laugh,Clothing,Dresses,Zara,194.22,78.39,37,59.64
998,Simon & Schuster Non-Fiction Particularly,Books,Non-Fiction,Simon & Schuster,36.85,25.56,37,30.64
999,Canon Headphones For,Electronics,Headphones,Canon,1269.3,703.04,334,44.61
1000,Nike Water Sports Foreign,Sports,Water Sports,Nike,296.67,206.51,258,30.39
